РЦ Транзитный,РЦ Географический,Код ТП,Наименование ТП,Тип склада,Формат для диаграмм,Целевая ЦП,Действующая ЦП,СТМ,Признак объемности,Локальность,"отгрузки по РЦ-ТП сред знач за 3 мес, пал","отгрузки по ТРЦ-ТП сред знач за 3 мес, пал"
РЦ Самара (а),РЦ ПД Тольятти,624901,SKU_040772,Основной склад,МД,ФРЦ,ТРЦ PBL,Да,-,-,1.24,1.33
РЦ Самара (а),РЦ ПД Пенза,390400,SKU_049166,Основной склад,МК,ФРЦ,ФРЦ,Да,-,-,1.77,1.84
РЦ Самара (а),РЦ ПД Тольятти,330992,SKU_038489,Охлажденка,ТД,ПД,ПД,Нет,-,-,3.45,4.73
РЦ Самара (а),РЦ ПД Пенза,384811,SKU_045114,Основной склад,МД,Федеральный пулинг,Федеральный пулинг,Нет,-,-,2.77,3.83
РЦ Самара (а),РЦ ПД Зеленодольск,579189,SKU_032004,Заморозка,МД,Федеральный пулинг,Федеральный пулинг,Да,-,-,0.45,0.56
РЦ Самара (а),РЦ ПД Киров,313057,SKU_021166,Основной склад,МД,МП,МП,Нет,+,-,0.95,1.22
РЦ Самара (а),РЦ ПД Пенза,331201,SKU_012279,Охлажденка,БФ,ПД,ПД,Нет,-,-,0.75,0.92
РЦ Самара (а),РЦ ПД Пенза,397993,SKU_036028,Охлажденка,МД,Федеральный пулинг,Федеральный пулинг,Нет,-,Регион.,1.96,2.11
РЦ Самара (а),РЦ ПД Киров,896844,SKU_043804,Основной склад,МК,ТРЦ PBL,ТРЦ PBL,Нет,-,-,3.19,4.32
РЦ Самара (а),РЦ ПД Зеленодольск,604169,SKU_003614,Основной склад,ТД,ПД,ПД,Нет,-,-,0.38,0.52
РЦ Самара (а),РЦ ПД Пенза,268999,SKU_024488,Основной склад,БФ,ПД,ПД,Нет,-,-,3.27,3.71
РЦ Ивантеевка (а),РЦ ПД Ивантеевка,907910,SKU_025907,Основной склад,БФ,ТРЦ,ТРЦ,Нет,-,-,6.4,6.84
РЦ Самара (а),РЦ ПД Киров,528087,SKU_007097,Основной склад,МК,ПД,ПД,Нет,-,-,0.55,0.64
РЦ Самара (а),РЦ ПД Киров,403125,SKU_016700,Основной склад,МИКС,ФРЦ,ФРЦ,Нет,-,-,0.37,0.45
РЦ Самара (а),РЦ ПД Зеленодольск,895433,SKU_001677,Основной склад,МК,ТРЦ PBL,ТРЦ PBL,Нет,-,-,0.38,0.46
РЦ Самара (а),РЦ ПД Пенза,273983,SKU_030165,Заморозка,МК,ТРЦ PBL,ТРЦ,Нет,-,-,1.92,2.45
РЦ Самара (а),РЦ ПД Тольятти,563775,SKU_019535,Основной склад,ТД,ПД,ПД,Нет,-,-,13.49,14.3
РЦ Самара (а),РЦ ПД Пенза,235305,SKU_009354,Основной склад,МД,МП,ПД,Нет,-,-,0.19,0.2
РЦ Ростов (а),РЦ ПД Ростов,944177,SKU_032492,Основной склад,МД,Федеральный пулинг,Федеральный пулинг,Нет,-,Локал.,0.51,0.59
РЦ Самара (а),РЦ ПД Зеленодольск,761069,SKU_031369,Заморозка,МД,ФРЦ,ФРЦ,Нет,-,-,0.71,0.88
РЦ Самара (а),РЦ ПД Киров,913716,SKU_021741,Основной склад,МИКС,ПД,ПД,Нет,-,-,14.3,17.82
РЦ Самара (а),РЦ ПД Тольятти,697811,SKU_035260,Пресервы,МД,ПД,ПД,Нет,-,-,3.85,5.37
РЦ Самара (а),РЦ ПД Тольятти,683026,SKU_012041,Охлажденка,МД,ПД,ПД,Нет,-,-,0.59,0.75
РЦ Ивантеевка (а),РЦ ПД Тверь,820759,SKU_001387,5-я камера,МК,ПД,ПД,Нет,-,-,135.5,158.05
РЦ Самара (а),РЦ ПД Тольятти,636772,SKU_048739,Заморозка,МД,ПД,ПД,Да,-,-,13.38,17.17
РЦ Самара (а),РЦ ПД Пенза,476879,SKU_026626,Основной склад,ФД,ПД,ПД,Нет,-,-,2.96,3.14
РЦ Самара (а),РЦ ПД Зеленодольск,674204,SKU_010093,5-я камера,МК,ТРЦ,ТРЦ,Нет,-,-,4.21,4.35
РЦ Самара (а),РЦ ПД Энгельс,483064,SKU_014779,Основной склад,БФ,ПД,ПД,Нет,-,-,0.31,0.31
РЦ Самара (а),РЦ ПД Тольятти,599834,SKU_011301,Пресервы,ФД,ФРЦ,ФРЦ,Да,-,-,0.47,0.52
РЦ Самара (а),РЦ ПД Пенза,373151,SKU_035051,Заморозка,МИКС,ТРЦ,ТРЦ,Нет,-,-,3.9,4.4
РЦ Самара (а),РЦ ПД Тольятти,743459,SKU_035313,Охлажденка,ФД,ПД,ПД,Нет,-,-,63.4,86.12
РЦ Самара (а),РЦ ПД Энгельс,473923,SKU_039335,Пресервы,ФД,Федеральный пулинг,Федеральный пулинг,Нет,-,-,2.43,3.38
РЦ Самара (а),РЦ ПД Энгельс,691801,SKU_039396,5-я камера,МД,ТРЦ,ТРЦ,Нет,-,-,3.81,3.87
РЦ Самара (а),РЦ ПД Киров,989519,SKU_032706,Охлажденка,МД,ПД,ПД,Нет,-,-,0.78,0.82
РЦ Ростов (а),РЦ ПД Ростов,126076,SKU_009199,Основной склад,МК,ТРЦ PBL,ТРЦ PBL,Нет,-,-,0.45,0.46
РЦ Самара (а),РЦ ПД Энгельс,982427,SKU_024912,Заморозка,МД,ТРЦ PBL,ПД,Нет,-,-,1.97,2.62
РЦ Самара (а),РЦ ПД Тольятти,956459,SKU_031787,Основной склад,МК,ПД,ПД,Нет,-,-,1.88,2.01
РЦ Самара (а),РЦ ПД Энгельс,415146,SKU_033133,Основной склад,МД,ПД,ПД,Нет,-,-,0.46,0.47
РЦ Самара (а),РЦ ПД Зеленодольск,983576,SKU_019609,Заморозка,МД,ПД,ПД,Нет,-,-,0.27,0.31
РЦ Самара (а),РЦ ПД Зеленодольск,948666,SKU_035739,Основной склад,МД,МП,МП,Нет,-,-,5.87,6.33
РЦ Самара (а),РЦ ПД Тольятти,772458,SKU_004075,Основной склад,МИКС,ПД,ПД,Нет,-,-,0.18,0.23
РЦ Самара (а),РЦ ПД Киров,998601,SKU_026045,5-я камера,МД,ТРЦ PBL,ПД,Нет,-,-,1.66,2.12
РЦ Самара (а),РЦ ПД Киров,674958,SKU_005965,Основной склад,БФ,ФРЦ,ФРЦ,Нет,-,-,29.43,41.17
РЦ Самара (а),РЦ ПД Тольятти,841308,SKU_018825,Заморозка,МД,ПД,ПД,Нет,-,-,8.05,8.58
РЦ Самара (а),РЦ ПД Зеленодольск,557393,SKU_000285,Основной склад,ТД,ТРЦ,ПД,Нет,-,-,0.98,1.2
РЦ Самара (а),РЦ ПД Киров,466918,SKU_037447,Основной склад,МД,Федеральный пулинг,ТРЦ,Нет,-,-,0.57,0.62
РЦ Самара (а),РЦ ПД Зеленодольск,186799,SKU_019247,Основной склад,МД,ПД,ПД,Нет,-,-,4.08,4.43
РЦ Самара (а),РЦ ПД Зеленодольск,797834,SKU_037815,Основной склад,МД,ПД,ПД,Да,-,-,12.71,14.61
РЦ Самара (а),РЦ ПД Энгельс,380281,SKU_012449,Основной склад,МД,ПД,ПД,Нет,-,Локал.,12.31,13.17
РЦ Самара (а),РЦ ПД Тольятти,730271,SKU_017581,Основной склад,ФД,Федеральный пулинг,Федеральный пулинг,Нет,-,-,2.18,2.3
РЦ Самара (а),РЦ ПД Тольятти,908381,SKU_045151,Основной склад,МД,ПД,ПД,Нет,-,-,5.31,6.76
РЦ Самара (а),РЦ ПД Энгельс,469346,SKU_030867,Основной склад,МК,ПД,ПД,Нет,-,-,6.69,7.87
РЦ Самара (а),РЦ ПД Пенза,547551,SKU_030155,Пресервы,БФ,ПД,ПД,Да,-,-,1.36,1.71
РЦ Ростов (а),РЦ ПД Краснодар,363791,SKU_026742,Основной склад,МИКС,ПД,ПД,Нет,-,-,1.22,1.65
РЦ Самара (а),РЦ ПД Тольятти,768515,SKU_031766,Основной склад,МИКС,ПД,ПД,Нет,-,-,0.98,1.2
РЦ Самара (а),РЦ ПД Пенза,369770,SKU_022852,Охлажденка,БФ,ФРЦ,ФРЦ,Нет,-,-,0.29,0.35
РЦ Самара (а),РЦ ПД Энгельс,233504,SKU_036687,Основной склад,БФ,ТРЦ,ТРЦ,Нет,-,-,2.55,2.75
РЦ Самара (а),РЦ ПД Зеленодольск,829832,SKU_036035,Заморозка,МД,ТРЦ,ТРЦ,Нет,-,-,4.42,5.78
РЦ Самара (а),РЦ ПД Тольятти,908534,SKU_033117,5-я камера,МИКС,ФРЦ,ПД,Нет,-,-,3.7,4.85
РЦ Самара (а),РЦ ПД Пенза,855480,SKU_042157,Охлажденка,ФД,ПД,ПД,Нет,-,-,2.54,2.66
РЦ Самара (а),РЦ ПД Энгельс,283249,SKU_004284,Основной склад,МИКС,ПД,ПД,Нет,-,-,0.05,0.06
РЦ Самара (а),РЦ ПД Пенза,737441,SKU_020770,Основной склад,МИКС,ПД,ПД,Нет,-,-,22.09,24.61
РЦ Самара (а),РЦ ПД Энгельс,515488,SKU_026675,Основной склад,МД,ТРЦ,Федеральный пулинг,Нет,-,-,0.01,0.01
РЦ Самара (а),РЦ ПД Энгельс,732894,SKU_044022,Основной склад,МИКС,ФРЦ,ФРЦ,Нет,-,-,0.91,1.07
РЦ Самара (а),РЦ ПД Пенза,672036,SKU_024648,Заморозка,МК,ПД,ПД,Нет,-,-,0.93,1.26
РЦ Самара (а),РЦ ПД Энгельс,169247,SKU_026107,Основной склад,МД,ФРЦ,ФРЦ,Нет,-,-,11.14,11.59
РЦ Самара (а),РЦ ПД Энгельс,406930,SKU_020783,Основной склад,МД,ФРЦ,ФРЦ,Нет,-,-,0.28,0.39
РЦ Самара (а),РЦ ПД Энгельс,710769,SKU_002916,Заморозка,МД,ПД,ПД,Да,-,-,0.54,0.64
РЦ Самара (а),РЦ ПД Киров,319367,SKU_043176,Охлажденка,МИКС,ПД,ПД,Нет,-,-,2.9,3.9
РЦ Самара (а),РЦ ПД Зеленодольск,779147,SKU_031243,Охлажденка,МД,ТРЦ,ПД,Нет,-,-,2.62,3.36
РЦ Самара (а),РЦ ПД Пенза,880839,SKU_000811,Основной склад,ФД,ТРЦ,ТРЦ,Нет,-,-,0.43,0.45
РЦ Самара (а),РЦ ПД Зеленодольск,127431,SKU_010230,Охлажденка,МК,ПД,ФРЦ,Да,-,-,7.34,10.13
РЦ Самара (а),РЦ ПД Тольятти,435315,SKU_039497,Заморозка,ФД,ПД,ПД,Нет,-,-,0.82,1.12
РЦ Самара (а),РЦ ПД Зеленодольск,983426,SKU_044350,5-я камера,МИКС,ФРЦ,ФРЦ,Да,-,-,2.42,2.99
РЦ Самара (а),РЦ ПД Тольятти,126013,SKU_029411,Основной склад,МД,МП,МП,Да,-,-,0.51,0.57
РЦ Подольск (а),РЦ ПД Тула,627399,SKU_002785,Заморозка,БФ,ФРЦ,ФРЦ,Нет,-,-,8.97,11.89
РЦ Самара (а),РЦ ПД Пенза,635463,SKU_045126,Заморозка,МД,ПД,ПД,Нет,-,-,0.43,0.59
РЦ Самара (а),РЦ ПД Тольятти,580179,SKU_003311,Основной склад,МК,ПД,ПД,Нет,-,-,9.34,10.91
РЦ Самара (а),РЦ ПД Киров,335511,SKU_048949,Основной склад,МИКС,ПД,ПД,Нет,-,-,14.07,14.8
РЦ Самара (а),РЦ ПД Энгельс,137845,SKU_018433,Основной склад,ФД,ПД,МП,Нет,+,-,1.02,1.23
РЦ Самара (а),РЦ ПД Энгельс,645266,SKU_023633,Заморозка,ТД,ФРЦ,ФРЦ,Нет,-,-,4.42,5.64
РЦ Ивантеевка (а),РЦ ПД Ивантеевка,144771,SKU_027902,Основной склад,МК,ПД,ПД,Нет,-,-,1.43,1.5
РЦ Самара (а),РЦ ПД Пенза,511338,SKU_007551,Охлажденка,МК,ТРЦ,ТРЦ,Нет,-,-,1.02,1.02
РЦ Ростов (а),РЦ ПД Краснодар,665441,SKU_036138,Основной склад,МД,ПД,ПД,Нет,-,-,1.49,1.58
РЦ Самара (а),РЦ ПД Зеленодольск,418467,SKU_049953,Заморозка,МК,ПД,ПД,Да,-,-,0.53,0.56
РЦ Самара (а),РЦ ПД Энгельс,718594,SKU_008041,Заморозка,МД,МП,МП,Нет,-,-,3.75,3.8
РЦ Самара (а),РЦ ПД Киров,783835,SKU_033438,Основной склад,МД,ФРЦ,ФРЦ,Да,-,-,1.85,1.94
РЦ Самара (а),РЦ ПД Зеленодольск,902198,SKU_045028,Основной склад,МК,ПД,ПД,Нет,-,-,1.23,1.52
РЦ Самара (а),РЦ ПД Энгельс,793710,SKU_016430,Основной склад,МИКС,ТРЦ,ТРЦ,Нет,-,-,10.94,11.16
РЦ Самара (а),РЦ ПД Зеленодольск,333865,SKU_011330,Основной склад,БФ,ФРЦ,ФРЦ,Нет,-,-,0.17,0.18
РЦ Самара (а),РЦ ПД Зеленодольск,396419,SKU_003040,Основной склад,МД,ФРЦ,ФРЦ,Да,-,-,1.22,1.27
РЦ Самара (а),РЦ ПД Тольятти,402558,SKU_001515,Заморозка,ТД,ПД,ПД,Нет,-,-,2.23,2.69
РЦ Самара (а),РЦ ПД Киров,298769,SKU_044141,Основной склад,МК,МП,МП,Нет,-,-,0.36,0.41
РЦ Самара (а),РЦ ПД Энгельс,137490,SKU_015881,Основной склад,МД,ПД,ПД,Нет,-,-,7.07,9.47
РЦ Самара (а),РЦ ПД Пенза,995836,SKU_010667,Основной склад,ТД,ПД,ПД,Нет,-,-,0.89,1.1
РЦ Самара (а),РЦ ПД Киров,685836,SKU_011802,Основной склад,МД,ПД,ПД,Нет,-,-,43.35,53.5
РЦ Самара (а),РЦ ПД Зеленодольск,936089,SKU_045661,Охлажденка,МК,ПД,ПД,Нет,-,-,0.5,0.54
РЦ Самара (а),РЦ ПД Тольятти,913123,SKU_009976,Заморозка,МД,МП,ПД,Нет,-,-,2.97,3.55
РЦ Подольск (а),РЦ ПД Подольск,810275,SKU_025344,Основной склад,МД,ПД,ПД,Нет,-,-,2.0,2.38
РЦ Самара (а),РЦ ПД Пенза,875527,SKU_036721,Основной склад,БФ,ПД,ПД,Нет,-,-,0.36,0.46
РЦ Самара (а),РЦ ПД Пенза,991268,SKU_022943,Заморозка,БФ,ТРЦ,ТРЦ,Нет,-,-,0.1,0.13
РЦ Самара (а),РЦ ПД Киров,795733,SKU_010818,Основной склад,МК,МП,МП,Нет,-,-,0.42,0.43
РЦ Самара (а),РЦ ПД Киров,319331,SKU_023270,Заморозка,МД,ФРЦ,ФРЦ,Нет,-,-,13.89,17.77
РЦ Самара (а),РЦ ПД Энгельс,118985,SKU_008420,Основной склад,МК,Федеральный пулинг,Федеральный пулинг,Нет,-,-,1.1,1.11
РЦ Самара (а),РЦ ПД Зеленодольск,378754,SKU_031412,Основной склад,МД,ПД,ПД,Нет,-,-,2.42,2.51
РЦ Самара (а),РЦ ПД Тольятти,599404,SKU_027284,Основной склад,ФД,ПД,ПД,Нет,-,-,0.53,0.54
РЦ Самара (а),РЦ ПД Энгельс,264983,SKU_025598,Основной склад,БФ,ФРЦ,ФРЦ,Нет,+,-,2.41,2.64
РЦ Ростов (а),РЦ ПД Краснодар,613892,SKU_002524,5-я камера,МД,ПД,ПД,Нет,-,-,7.56,9.32
РЦ Самара (а),РЦ ПД Зеленодольск,324307,SKU_009149,Основной склад,МК,ПД,ПД,Нет,-,-,1.16,1.51
РЦ Самара (а),РЦ ПД Тольятти,489201,SKU_043981,Основной склад,БФ,ПД,ПД,Нет,-,-,0.34,0.37
РЦ Самара (а),РЦ ПД Энгельс,170981,SKU_010673,Основной склад,МИКС,ПД,ПД,Да,-,-,1.26,1.61
РЦ Самара (а),РЦ ПД Киров,659240,SKU_023365,Основной склад,МК,ТРЦ,ТРЦ,Да,-,-,4.92,6.74
РЦ Самара (а),РЦ ПД Зеленодольск,592476,SKU_034295,Основной склад,МИКС,ФРЦ,ФРЦ,Нет,-,-,0.29,0.4
РЦ Самара (а),РЦ ПД Зеленодольск,301721,SKU_039647,5-я камера,ФД,ПД,ТРЦ PBL,Нет,-,-,3.44,3.97
РЦ Самара (а),РЦ ПД Киров,579000,SKU_021078,Основной склад,МД,МП,МП,Нет,-,-,0.06,0.07
РЦ Самара (а),РЦ ПД Тольятти,819940,SKU_025792,Заморозка,МИКС,МП,МП,Нет,-,-,0.63,0.69
РЦ Самара (а),РЦ ПД Тольятти,988664,SKU_017407,Охлажденка,МИКС,ТРЦ,ПД,Нет,-,-,0.13,0.13
РЦ Самара (а),РЦ ПД Энгельс,482253,SKU_016065,Основной склад,ФД,ФРЦ,ФРЦ,Нет,-,-,1.27,1.7
РЦ Самара (а),РЦ ПД Энгельс,605592,SKU_008163,Охлажденка,ТД,ПД,ПД,Нет,-,-,4.11,5.12
РЦ Самара (а),РЦ ПД Киров,851116,SKU_037103,Основной склад,МК,ПД,ПД,Нет,-,-,3.82,4.23
РЦ Самара (а),РЦ ПД Энгельс,982917,SKU_022926,Заморозка,ФД,ТРЦ,ТРЦ,Нет,-,-,23.32,23.8
РЦ Самара (а),РЦ ПД Пенза,285090,SKU_047198,Охлажденка,МД,ФРЦ,ФРЦ,Да,-,-,1.01,1.13
РЦ Самара (а),РЦ ПД Пенза,264330,SKU_034454,Основной склад,МД,ТРЦ PBL,ТРЦ PBL,Нет,-,-,8.23,11.46
РЦ Самара (а),РЦ ПД Киров,891170,SKU_049064,Основной склад,МК,ТРЦ,ТРЦ,Нет,-,-,5.23,6.15
РЦ Самара (а),РЦ ПД Киров,929896,SKU_007400,Основной склад,ТД,ПД,ПД,Нет,-,-,8.25,9.74
РЦ Самара (а),РЦ ПД Пенза,383103,SKU_009815,Основной склад,МК,ПД,ПД,Нет,-,-,14.25,14.43
РЦ Самара (а),РЦ ПД Зеленодольск,744521,SKU_010060,Основной склад,МИКС,ПД,ПД,Нет,-,-,50.07,51.99
РЦ Самара (а),РЦ ПД Пенза,775586,SKU_021402,Охлажденка,МД,ФРЦ,ФРЦ,Нет,-,-,0.68,0.93
РЦ Самара (а),РЦ ПД Тольятти,286509,SKU_004223,Основной склад,МД,ПД,ПД,Нет,-,-,2.35,2.38
РЦ Самара (а),РЦ ПД Пенза,438247,SKU_034858,Основной склад,МИКС,ПД,ПД,Нет,-,-,2.37,2.6
РЦ Самара (а),РЦ ПД Тольятти,391286,SKU_025628,Основной склад,БФ,ПД,ПД,Нет,-,-,1.06,1.14
РЦ Самара (а),РЦ ПД Киров,631228,SKU_012703,Охлажденка,МД,ФРЦ,ФРЦ,Нет,-,-,1.17,1.59
РЦ Самара (а),РЦ ПД Зеленодольск,108203,SKU_034658,Заморозка,ТД,ПД,ПД,Нет,-,-,1.23,1.4
РЦ Самара (а),РЦ ПД Тольятти,432242,SKU_025163,Основной склад,МИКС,ПД,ПД,Нет,-,-,0.78,0.8
РЦ Самара (а),РЦ ПД Зеленодольск,833024,SKU_002083,Охлажденка,МД,Федеральный пулинг,Федеральный пулинг,Нет,-,-,12.74,14.43
РЦ Самара (а),РЦ ПД Киров,374378,SKU_024235,Основной склад,ФД,ПД,ПД,Нет,-,-,2.71,3.71
РЦ Самара (а),РЦ ПД Энгельс,991014,SKU_014447,Основной склад,БФ,ПД,ПД,Нет,-,-,1.99,2.45
РЦ Самара (а),РЦ ПД Тольятти,385523,SKU_038325,Основной склад,МИКС,ПД,ПД,Да,-,-,2.61,3.21
